latitude; longitude; gravity; height; topo
-21.40000;274.60000;978717.67389;0.00000;-4320.02754
-21.60000;274.60000;978734.76924;0.00000;-4135.16061
-21.80000;274.60000;978753.94108;0.00000;-3892.22222
-22.00000;274.60000;978762.49497;0.00000;-3989.71044
-22.20000;274.60000;978768.68131;0.00000;-4120.95153
-22.40000;274.60000;978785.98470;0.00000;-3933.32148
-22.60000;274.60000;978795.14713;0.00000;-4029.90786
-22.80000;274.60000;978813.72803;0.00000;-3806.98209
-23.00000;274.60000;978825.34229;0.00000;-3887.47128
-23.20000;274.60000;978828.28805;0.00000;-3828.93635
-23.40000;274.60000;978832.80936;0.00000;-3811.57822
-23.60000;274.60000;978924.72551;0.00000;-1732.95669
-23.80000;274.60000;978843.36535;0.00000;-3793.69143
-24.00000;274.60000;978869.63465;0.00000;-3934.52761
-24.20000;274.60000;978897.46595;0.00000;-3419.07562
-24.40000;274.60000;978931.08375;0.00000;-2852.41857
-24.60000;274.60000;978972.89507;0.00000;-2014.63987
-24.80000;274.60000;978999.64237;0.00000;-2495.55435
-25.00000;274.60000;978946.98263;0.00000;-3466.62144
-25.20000;274.60000;978941.66488;0.00000;-3571.68989
-25.40000;274.60000;978999.30988;0.00000;-1831.51575
-25.60000;274.60000;979126.29544;0.00000;-227.63814
-25.80000;274.60000;979100.30111;0.00000;-1988.39460
-26.00000;274.60000;978998.14203;0.00000;-3624.39174
-26.20000;274.60000;979025.53683;0.00000;-3444.43392
-26.40000;274.60000;979054.82513;0.00000;-3596.26000
-26.60000;274.60000;979069.70683;0.00000;-3738.79370
-26.80000;274.60000;979089.99451;0.00000;-3774.17565
-27.00000;274.60000;979102.51612;0.00000;-3974.48507
-27.20000;274.60000;979117.87959;0.00000;-3836.56596
-27.40000;274.60000;979132.36380;0.00000;-3813.59539
-27.60000;274.60000;979147.66035;0.00000;-3772.38934
-27.80000;274.60000;979165.70119;0.00000;-3569.24831
-28.00000;274.60000;979176.92445;0.00000;-3750.17243
-28.20000;274.60000;979189.66697;0.00000;-3750.65616
-28.40000;274.60000;979206.44993;0.00000;-3683.91061
-28.60000;274.60000;979225.36790;0.00000;-3484.04061
-28.80000;274.60000;979241.57521;0.00000;-3425.84762
-29.00000;274.60000;979249.28777;0.00000;-3860.86419
